Link;x;y;00:00:00;01:00:00;02:00:00;03:00:00;04:00:00;05:00:00;06:00:00;07:00:00;08:00:00;09:00:00;10:00:00;11:00:00;12:00:00;13:00:00;14:00:00;15:00:00;16:00:00;17:00:00;18:00:00;19:00:00;20:00:00;21:00:00;22:00:00;23:00:00
10126;454276.1914485396;5737842.906082417;0;0;0;0;0;1;3;3;2;0;0;0;0;0;4;2;3;1;0;0;0;0;0;0
7521;457507.2490252533;5734746.25903888;0;0;0;0;0;0;2;5;8;0;0;0;0;0;2;3;5;0;0;0;0;0;0;0
4255;457547.47509852255;5739591.276845614;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
4497;453705.79884929676;5733286.453240565;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;7;3;1;0;0;0;0;0;0
3283;455408.10149043123;5737709.159242931;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
10337;457587.54658166156;5736638.751869979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
3157;451649.2320385707;5732985.57810157;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
315;458659.36142419087;5734413.125395179;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0
9814;448363.4133559561;5734742.7644137135;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5337;457623.43101924314;5739756.339741776;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
6686;456513.5071504646;5728015.343256013;0;0;0;0;0;1;3;7;2;1;0;0;0;0;1;0;5;1;0;0;0;0;0;0
3054;454740.29416871525;5737357.821894879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10;4;0;0;0;0
10228;457492.2572348441;5739626.979795302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;1;0;0;0;0;0;0
321;455101.6626936636;5729733.749215119;0;0;0;0;0;0;4;3;3;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0
7767;457359.1211575068;5729889.342167525;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
7404;454950.46832212846;5734948.2416121615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;12;8;0;0;0;0
329;454860.93044301774;5730173.167466663;0;0;0;0;0;0;1;12;1;0;0;0;0;0;3;6;6;1;0;0;0;0;0;0
7527;455343.8131475782;5735030.936519648;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0
6319;457002.09072757955;5736491.543054277;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
9948;452350.5327328437;5728703.923547134;0;0;0;0;0;0;2;6;3;0;0;0;0;0;5;3;2;2;0;0;0;0;0;0
9706;454764.7486854522;5736762.498292379;0;0;0;0;0;0;0;5;4;0;0;0;0;0;1;2;5;1;0;0;0;0;0;0
6692;456163.65282638685;5728351.453568214;0;0;0;0;0;0;3;5;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0
7541;457194.3528169816;5736099.336655308;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
8754;452106.08800657664;5732854.7603947455;0;0;0;0;0;0;1;1;4;0;0;0;0;0;1;4;5;1;0;0;0;0;0;0
8512;458148.23210945114;5734905.635193388;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
9720;456308.5762509401;5729827.108170169;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
9962;453655.679083142;5733560.5850901045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0
7545;457593.4897847144;5736517.143923087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;0;0;0;0;0;0
7665;456307.9478002412;5734774.132060382;0;0;0;0;0;0;2;2;2;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0
692;457357.0279647363;5739318.662243969;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0
578;456039.4136554006;5730317.845132092;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
215;464369.70155549917;5737947.7780316165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8989;456350.89061609376;5732278.6515557105;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
8624;457011.3823245372;5734739.869304822;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
6209;453782.04595453077;5731025.86275828;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;2;4;1;0;0;0;0;0;0
10674;457290.20645174576;5739370.971708249;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0
8508;453349.77233553847;5734697.90310917;0;0;0;0;0;0;1;4;3;0;0;0;0;0;1;6;6;3;0;0;0;0;0;0
10313;452709.17777866044;5729514.873104169;0;0;0;0;0;0;0;6;2;1;0;0;0;0;1;4;1;0;0;0;0;0;0;0
7671;455919.2379420743;5734808.007611953;0;0;0;0;0;0;2;2;3;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0
5495;455099.68597450724;5736877.552966728;0;0;0;0;0;0;1;5;2;0;0;0;0;0;1;4;2;2;0;0;0;0;0;0
7551;457902.401351653;5736534.381119923;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0
6102;458521.4425852197;5734917.583695083;0;0;0;0;0;0;0;2;4;0;0;0;0;0;1;2;2;1;0;0;0;0;0;0
10680;457250.116596257;5739328.045730602;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8764;452322.5266792565;5739210.543694414;0;0;0;0;0;0;3;4;1;0;0;0;0;0;0;2;2;3;0;0;0;0;0;0
3074;453129.5568100958;5731381.292098945;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;3;6;1;0;0;0;0;0;0
3194;453646.48703759233;5732618.688308114;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0
584;453828.30205585645;5735156.235892738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0
5489;454504.0919914137;5736783.011960999;0;0;0;0;0;0;3;2;5;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0
7547;457723.7133578459;5736525.935907092;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
5127;453287.57448596787;5735057.462116068;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
229;448947.4416065337;5734855.05385074;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10688;454811.4954995449;5741270.281558366;0;0;0;0;0;0;0;3;3;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0
8639;454982.7760607654;5732217.593172717;0;0;0;0;0;0;0;3;22;2;0;0;0;0;1;3;9;13;1;0;0;0;0;0
5140;448598.45123206463;5733717.064933245;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7681;453886.3857599711;5732216.286187377;0;0;0;0;0;0;2;5;2;0;0;0;0;0;0;4;3;1;0;0;0;0;0;0
5146;452760.9745517907;5732835.218074648;0;0;0;0;0;0;2;3;3;0;0;0;0;0;0;5;2;3;0;0;0;0;0;0
7687;454465.74436555634;5734072.574404474;0;0;0;0;0;0;0;6;8;0;0;0;0;0;0;2;3;4;0;0;0;0;0;0
359;450762.1144998251;5734837.744801573;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
5018;463417.46779098845;5736122.419162458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7317;453994.1238374922;5744352.422341694;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0
7331;453994.1238374922;5744352.422341694;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
8787;451618.19713255635;5734660.446451893;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0
9877;454901.9113729939;5737453.637395995;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
6126;456132.98416298185;5730176.853965108;0;0;0;0;0;0;4;5;3;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
7577;452689.2317935301;5734375.00457039;0;0;0;0;0;0;1;3;2;1;0;0;0;0;0;5;4;0;0;0;0;0;0;0
5158;452448.43191990646;5733007.822987578;0;0;0;0;0;0;2;2;2;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0
19;454963.9936041228;5739349.298324151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
3095;453469.9028971591;5731980.201807917;0;0;0;0;0;0;1;3;2;0;0;0;0;1;1;1;7;2;0;0;0;0;0;0
367;455107.34876771003;5737576.862071088;0;0;0;0;0;0;2;4;1;0;0;0;0;0;1;1;5;0;0;0;0;0;0;0
9749;456975.3708432218;5733154.245166556;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
8658;454570.5194309004;5741017.345253527;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0
1904;448189.4089010573;5731978.187810219;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1900;448782.5337625462;5732291.167923848;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7341;454024.2661987966;5740468.104262677;0;0;0;0;0;0;1;4;2;0;0;0;0;0;1;4;2;0;0;0;0;0;0;0
5162;452576.8163317704;5732838.950533268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;6;0;0;0;0
6130;456070.4579730233;5730329.753594012;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;2;1;0;0;0;0;0;0
5285;457287.40535066044;5736417.928751587;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
6132;455949.506084679;5730611.005730873;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
4078;456136.25808547955;5731695.106736023;0;0;0;0;0;0;1;4;3;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0
8433;455710.1758250351;5728784.795753266;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0
9401;455441.4241869926;5739476.379403511;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6136;455857.63250326604;5731015.2098262;0;0;0;0;0;0;1;3;1;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0
6257;451018.1602644825;5739062.037659418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
4190;453236.28481795604;5730531.973058464;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
4070;456284.1227723975;5731562.143006468;0;0;0;0;0;1;2;1;0;0;0;0;0;0;3;4;0;2;0;0;0;0;0;0
250;448750.6864695674;5733358.773555572;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8791;451515.50518674124;5734930.369428635;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0
496;452858.0493023705;5731700.55075724;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
254;448403.06005119305;5733455.520477766;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7217;455768.21574547305;5728543.964251494;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0
9638;454542.71551289957;5736771.81828357;0;0;0;0;0;0;1;3;7;2;0;0;0;0;1;2;7;3;0;0;0;0;0;0
7579;459960.58271687455;5734471.768051641;0;0;0;0;0;0;1;9;2;0;0;0;0;0;1;0;6;2;0;0;0;0;0;0
8306;456316.4095443453;5731995.527729569;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;1;6;1;1;0;0;0;0;0
9773;448251.1865275185;5733914.847263418;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9771;448706.6024423007;5731613.565800508;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6146;456515.867431493;5729841.4548259955;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
5178;455759.9102959132;5731821.333519797;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5291;456875.77273122594;5736801.040719498;0;0;0;0;0;0;3;9;5;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
6382;454846.7017620376;5732019.84023216;0;0;0;0;0;0;2;3;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0
5293;456634.66880151426;5737034.228493618;0;0;0;0;0;0;3;6;2;0;0;0;0;0;2;3;5;0;0;0;0;0;0;0
145;458509.18457472493;5734611.828586149;0;0;0;0;0;0;2;2;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
147;458411.00751622947;5734922.999475986;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
9409;455718.6852199869;5739593.552896793;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
6394;454312.1761797022;5730221.4437843645;0;0;0;0;0;0;1;1;5;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
7241;454345.27455134195;5743956.082435057;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7243;454697.7887346713;5743590.910572008;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
7004;454624.33776833577;5730726.2438653745;0;0;0;0;0;0;2;3;3;0;0;0;0;0;1;4;5;2;0;0;0;0;0;0
8336;449117.0271028033;5732412.886844737;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
9789;449049.33535905613;5732704.485639532;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8213;454752.8890729617;5735769.624859178;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;2;4;1;0;0;0;0;0;0
10053;454259.49610817106;5730717.94056889;0;0;0;0;0;0;1;6;3;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0
7481;457507.2490252533;5734746.25903888;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
6163;453802.416303144;5735621.765242366;0;0;0;0;0;0;4;3;3;0;0;0;0;0;0;4;6;1;0;0;0;0;0;0
9431;456521.25162565755;5728603.539881624;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;3;4;1;0;0;0;0;0;0
8584;457429.1750436712;5734947.746143976;0;0;0;0;0;0;3;7;4;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0
8106;458008.6879657759;5730179.612348143;0;0;0;0;0;0;1;3;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0
7259;455457.93251894787;5741943.880172498;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
9435;456701.29993751936;5734808.427588234;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
5070;457233.85606531793;5728773.882063378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
8582;457951.13583983126;5734931.913976159;0;0;0;0;0;0;2;4;2;0;0;0;0;0;0;4;8;1;0;0;0;0;0;0
1828;454459.9751912868;5730206.937512849;0;0;0;0;0;1;2;4;1;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0
1707;455795.45068639447;5730314.361565654;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0
8233;454552.818485419;5730464.208223118;0;0;0;0;0;0;0;6;4;1;0;0;0;0;3;3;4;0;0;0;0;0;0;0
8355;448606.148566632;5733558.086740263;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6056;455768.21574547305;5728543.964251494;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
10390;454935.14263292396;5740051.417784876;0;0;0;0;0;0;7;8;7;0;0;0;0;0;1;3;3;1;0;0;0;0;0;0
8353;459380.78303739976;5734295.350757048;0;0;0;0;0;0;4;16;3;0;0;0;0;0;4;7;3;3;0;0;0;0;0;0
10271;457667.3992864626;5729882.184273922;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9447;448669.08765390347;5732621.577503446;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8359;455979.73092324915;5731766.810185138;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;2;3;0;0;0;0;0;0;0
8235;448315.7591220732;5732715.9072580375;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10151;456777.10544583877;5734804.839801757;0;0;0;0;0;0;1;11;1;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0
8357;448823.08475053764;5733442.636927486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
8351;458498.6767651766;5734918.705620895;0;0;0;0;0;1;2;3;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0
295;454678.00348875514;5734801.4781656;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;8;2;1;0;0;0;0;0;0
8590;457024.3298250441;5734961.34103185;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
1832;454687.89489332004;5730150.094512604;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;2;5;0;0;0;0;0;0;0
8349;457779.4371071509;5730361.031242441;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0
7033;454138.9834755319;5744584.952298622;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
77;456780.4658355966;5730203.416661876;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
7035;453940.87024093024;5744298.731873136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7039;452432.3250010507;5744823.429268635;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
9690;456293.8895208392;5732207.183348897;0;0;0;0;0;0;2;6;2;1;0;0;0;0;0;2;2;1;0;0;0;0;0;0
7030;454905.8532114256;5741818.504468739;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
9570;455608.22827328794;5741968.287347875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
1602;453129.5899887569;5731903.12891582;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;7;0;0;0;0;0;0;0
2936;454940.6558082639;5739926.561141676;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0
9224;456934.1707305865;5730176.831210899;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0
7045;459855.69404832;5734859.852082799;0;0;0;0;0;0;4;3;3;0;0;0;0;0;4;5;7;2;0;0;0;0;0;0
9222;456949.8999132692;5730089.397064255;0;0;0;0;0;0;3;4;0;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0
2944;454365.737558526;5738777.751054469;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;1;1;3;0;0;0;0;0;0
1733;451099.2619979555;5735003.690097494;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0
2820;452091.0972302639;5733901.931219401;0;0;0;0;0;0;3;5;2;0;0;0;0;0;1;4;3;1;0;0;0;0;0;0
1852;452706.98506348813;5734811.456423029;0;0;0;0;0;0;0;6;3;0;0;0;0;0;1;1;3;2;0;0;0;0;0;0
2947;452601.2435816864;5734841.725705601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
3912;450370.4749053746;5733301.37533152;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7177;457368.66643243725;5730102.322081677;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0
8389;457723.5934229569;5736402.4549384415;0;0;0;0;0;0;2;4;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
8383;457322.035758029;5738409.123329877;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
8142;455320.7895747407;5737554.696113271;0;0;0;0;0;0;0;23;40;9;0;0;0;0;0;16;33;22;1;0;0;0;0;0
10942;455448.01750143827;5735201.578406949;0;0;0;0;0;0;1;6;2;1;0;0;0;0;1;6;3;1;0;0;0;0;0;0
1743;456581.7521038081;5732230.509637521;0;0;0;0;0;0;3;2;2;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0
2951;453290.9535992795;5741073.580731157;0;0;0;0;0;0;3;10;3;0;0;0;0;0;3;8;10;2;0;0;0;0;0;0
2830;451425.4651250492;5734005.353352753;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0
9487;456855.8136111206;5732626.984263914;0;0;0;0;0;0;1;5;3;0;0;0;0;0;1;2;7;0;0;0;0;0;0;0
8398;457270.9616305074;5737320.071295429;0;0;0;0;0;0;1;3;3;0;0;0;0;0;3;2;2;2;0;0;0;0;0;0
6098;458823.3496901693;5734909.098940348;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0
8156;451131.0156140509;5730015.110196286;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8036;455614.27548935486;5738043.504546048;0;0;0;0;0;1;1;6;0;0;0;0;0;0;4;4;1;0;0;0;0;0;0;0
8154;451423.22842420376;5730415.6471437635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
8276;455002.4312437599;5730161.692111637;0;0;0;0;0;0;5;7;2;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0
9244;459611.81105157704;5730113.160914548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
8391;457792.1700304942;5736321.29672253;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
8272;448153.30947740714;5733919.947254427;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1756;455760.8499617891;5734792.379564468;0;0;0;0;0;0;2;24;46;9;0;0;0;0;1;15;41;24;0;0;0;0;0;0
1513;456980.21435742493;5739691.698551203;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
10912;456003.455340807;5731485.5048811;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0
1511;457018.4026433223;5739764.680733746;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
9375;448302.82839094964;5739411.14559523;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7078;454034.72356858174;5734733.200993992;0;0;0;0;0;0;2;3;2;0;0;0;0;0;3;3;0;2;0;0;0;0;0;0
9134;452560.6003247374;5736269.511178674;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
7191;455436.094770474;5728693.102991774;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0
7073;453863.81425829895;5734715.477841356;0;0;0;0;0;0;3;3;2;0;0;0;0;0;2;5;2;1;0;0;0;0;0;0
1767;454205.2358997875;5734648.249906687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;1;0;0;0;0
10922;456284.1227723975;5731562.143006468;0;0;0;0;0;0;3;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
3709;454206.7609374337;5735746.613656531;0;0;0;0;0;0;2;5;0;0;0;0;0;0;1;5;3;1;0;0;0;0;0;0
2979;457619.7953052222;5740765.676649678;0;0;0;0;0;0;2;3;0;0;0;0;0;0;2;5;4;0;0;0;0;0;0;0
9387;453620.73730522994;5737217.92036019;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0
1657;457258.9375395867;5739745.834390606;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
1415;452313.07171370613;5731177.144590529;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0
3715;455864.83611420105;5739599.841935577;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3837;451286.71532748913;5733807.06421451;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
2987;463417.46779098845;5736122.419162458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;0;0;0;0;0;0
1655;457526.7383487455;5740052.704702018;0;0;0;0;0;1;3;3;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
2502;454139.71986629727;5731189.956133594;0;0;0;0;0;0;3;2;2;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0
2743;454935.14263292396;5740051.417784876;0;0;0;0;0;0;1;7;2;0;0;0;0;0;1;4;7;2;0;0;0;0;0;0
2985;456660.00132972706;5732588.335046482;0;0;0;0;0;0;0;5;1;0;0;0;0;0;2;6;7;0;0;0;0;0;0;0
2621;452591.7582191222;5739381.333718943;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
2862;452434.56923869724;5732612.367374922;0;0;0;0;0;0;5;5;2;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
3831;451767.95809871383;5733896.551662089;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0
1659;457254.3343512361;5739522.376666245;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0
4803;454595.25422877766;5737359.785307131;0;0;0;0;0;1;1;5;2;0;0;0;0;0;1;4;3;1;0;0;0;0;0;0
9399;455192.0631368705;5739340.64217003;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2881;456171.0302140594;5730656.311786726;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
9391;443865.6141559374;5734007.052636649;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2514;454603.9169650517;5734439.16086705;0;0;0;0;0;0;0;4;3;0;0;0;0;0;1;2;6;0;1;0;0;0;0;0
4816;456134.413062355;5733743.861694491;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0
